472.4337 944.8674 2589.474 18.55263 0.0007947368 3.936842 0.1112737 7.821053 0.1049632 9.115789 0.1562474 11.70526 0.3624 2.642105 0.1192105 3.936842 0.0009842105 9.115789 0.0008578947 2.642105 13.35789 0.8578947 6.224211 1.703947 0.01063526 7.67 2.347368 0.005415789 1.986842 89.11579 35.30526 4.289474 18.42105
472.4337 944.8674 2589.474 18.55263 0.0007947368 3.936842 0.1112737 7.821053 0.1049632 9.115789 0.1562474 11.70526 0.3624 2.642105 0.1192105 3.936842 0.0009842105 9.115789 0.0008578947 2.642105 13.35789 0.8578947 6.224211 1.703947 0.01063526 3.695789 2.347368 0.005415789 1.986842 89.11579 35.30526 4.289474 18.42105
472.4337 944.8674 2589.474 18.55263 0.0007947368 3.936842 0.1112737 7.821053 0.1049632 2.642105 0.1562474 11.70526 0.3624 2.642105 0.1192105 3.936842 0.0009842105 9.115789 0.0008578947 2.642105 13.35789 0.8578947 6.224211 1.703947 0.01063526 3.695789 2.347368 0.005415789 1.986842 89.11579 35.30526 4.289474 18.42105
1117.023 944.8674 2589.474 18.55263 0.0007947368 3.936842 0.1112737 7.821053 0.1049632 2.642105 0.1562474 11.70526 0.3624 2.642105 0.1192105 3.936842 0.0009842105 9.115789 0.0008578947 2.642105 13.35789 0.8578947 6.224211 1.703947 0.01063526 3.695789 2.347368 0.005415789 1.986842 89.11579 35.30526 4.289474 18.42105
1117.023 944.8674 2589.474 18.55263 0.0007947368 3.936842 0.1112737 7.821053 0.1049632 2.642105 0.1562474 11.70526 0.3624 2.642105 0.1192105 3.936842 0.0009842105 9.115789 0.0008578947 2.642105 13.35789 0.8578947 6.224211 1.703947 0.02269842 3.695789 2.347368 0.005415789 1.986842 89.11579 35.30526 4.289474 18.42105
1117.023 944.8674 2589.474 18.55263 0.0007947368 3.936842 0.1112737 7.821053 0.1049632 2.642105 0.1562474 11.70526 0.3624 2.642105 0.1192105 10.41053 0.0009842105 9.115789 0.0008578947 2.642105 13.35789 0.8578947 6.224211 1.703947 0.02269842 3.695789 2.347368 0.005415789 1.986842 89.11579 35.30526 4.289474 18.42105
1117.023 944.8674 2589.474 18.55263 0.0007947368 3.936842 0.1112737 7.821053 0.1049632 2.642105 0.3434579 11.70526 0.3624 2.642105 0.1192105 10.41053 0.0009842105 9.115789 0.0008578947 2.642105 13.35789 0.8578947 6.224211 1.703947 0.02269842 3.695789 2.347368 0.005415789 1.986842 89.11579 35.30526 4.289474 18.42105
1117.023 944.8674 2589.474 18.55263 0.0007947368 3.936842 0.1112737 7.821053 0.1049632 2.642105 0.3434579 11.70526 0.3624 2.642105 0.1192105 10.41053 0.0009842105 9.115789 0.0008578947 2.642105 13.35789 0.8578947 6.224211 2.678158 0.02269842 3.695789 2.347368 0.005415789 1.986842 89.11579 35.30526 4.289474 18.42105
1117.023 944.8674 2589.474 18.55263 0.0007947368 3.936842 0.1112737 7.821053 0.1049632 2.642105 0.3434579 11.70526 0.3624 2.642105 0.1192105 10.41053 0.0009842105 9.115789 0.0008578947 2.642105 13.35789 0.8578947 3.466316 2.678158 0.02269842 3.695789 2.347368 0.005415789 1.986842 89.11579 35.30526 4.289474 18.42105
1117.023 944.8674 2589.474 18.55263 0.0007947368 3.936842 0.1112737 7.821053 0.1049632 2.642105 0.3434579 11.70526 0.3624 2.642105 0.1192105 10.41053 0.0009842105 9.115789 0.0008578947 2.642105 13.35789 0.8578947 3.466316 2.678158 0.02269842 3.695789 2.347368 0.005415789 2.776316 89.11579 35.30526 4.289474 18.42105
1117.023 944.8674 2589.474 18.55263 0.0007947368 10.41053 0.1112737 7.821053 0.1049632 2.642105 0.3434579 11.70526 0.3624 2.642105 0.1192105 10.41053 0.0009842105 9.115789 0.0008578947 2.642105 13.35789 0.8578947 3.466316 2.678158 0.02269842 3.695789 2.347368 0.005415789 2.776316 89.11579 35.30526 4.289474 18.42105
